op_nr,time
1603,6095
1604,20055
1605,14833
1606,14457
1607,8211
1608,14742
1609,14527
1610,14417
1611,14432
1612,7188
1613,53308
1614,7038
1615,26837
1616,14447
1617,7916
1618,14367
1619,7806
1620,8001
1621,7720
1622,7700
1623,14236
1624,7133
1625,5011
1626,4594
1627,18164
1628,13650
1629,14392
1630,14502
1631,14813
1632,22664
1633,14301
1634,14347
1635,20311
1636,14301
1637,14588
1638,7936
1639,14331
1640,14607
1641,18239
1642,7925
1643,14296
1644,6923
1645,14447
1646,14929
1647,14442
1648,7505
1649,23115
1650,14371
1651,14272
1652,13423
1653,13133
1654,5739
1655,8793
1656,17713
1657,8111
1658,16804
1659,31968
1660,12034
1661,32996
1662,22102
1663,20687
1664,8582
1665,14582
1666,24925
1667,7304
1668,14662
1669,14352
1670,6933
1671,7886
1672,19283
1673,7083
1674,7925
1675,14412
1676,6782
1677,4976
1678,14487
1679,6757
1680,14497
1681,14417
1682,14351
1683,22854
1684,7505
1685,15048
1686,13022
1687,14246
1688,14682
1689,7003
1690,5007
1691,14442
1692,19367
1693,14597
1694,8262
1695,8081
1696,14537
1697,14397
1698,8643
1699,7921
1700,20833
1701,14392
1702,7108
1703,8001
1704,7991
1705,7865
1706,7825
1707,7835
1708,14778
1709,6898
1710,14457
1711,14332
1712,6992
1713,14426
1714,10981
1715,4961
1716,7916
1717,22844
1718,14256
1719,14366
1720,14557
1721,14136
1722,15856
1723,16799
1724,15941
1725,14638
1726,13308
1727,8684
1728,7815
1729,11573
1730,5262
1731,4861
1732,24931
1733,15741
1734,31617
1735,9411
1736,22373
1737,9998
1738,20948
1739,13533
1740,19609
1741,22498
1742,14903
1743,11934
1744,14512
1745,13183
1746,14307
1747,14321
1748,14401
1749,14342
1750,14342
1751,17286
1752,6717
1753,14381
1754,14216
1755,13619
1756,14382
1757,18289
1758,14376
1759,7966
1760,6536
1761,14381
1762,8187
1763,7780
1764,14401
1765,7233
1766,18369
1767,14688
1768,15927
1769,14306
1770,17306
1771,14392
1772,8227
1773,14467
1774,8122
1775,6270
1776,7906
1777,8066
1778,6858
1779,14287
1780,14587
1781,8106
1782,14226
1783,6922
1784,8999
1785,22713
1786,7083
1787,4816
1788,14723
1789,14326
1790,7850
1791,6235
1792,7810
1793,7840
1794,7700
1795,7735
1796,7830
1797,8598
1798,17311
1799,8794
1800,13032
1801,8242
1802,15309
1803,7906
1804,22634
1805,12942
1806,5784
1807,6702
1808,6080
1809,13463
1810,14868
1811,14111
1812,10669
1813,7915
1814,5809
1815,7956
1816,7760
1817,8272
1818,15586
1819,15731
1820,7785
1821,7609
1822,7715
1823,7841
1824,7956
1825,8187
1826,7860
1827,7966
1828,6355
1829,4951
1830,4956
1831,13879
1832,11336
1833,7594
1834,7790
1835,5874
1836,11072
1837,7151
1838,7563
1839,6938
1840,7263
1841,6385
1842,7994
1843,7363
1844,7340
1845,7232
1846,12676
1847,7401
1848,7218
1849,6831
1850,5693
1851,6880
1852,6730
1853,10654
1854,6690
1855,6164
1856,9828
1857,6345
1858,5140
1859,6212
1860,6754
1861,6565
1862,6252
1863,14443
1864,6465
1865,6293
1866,5310
1867,7625
1868,7716
1869,7818
1870,12105
1871,5247
1872,6019
1873,7716
1874,9154
1875,12481
1876,6575
1877,4990
1878,4618
1879,16147
1880,8106
1881,7194
1882,23692
1883,8289
1884,7203
1885,17464
1886,4641
1887,23476
1888,6158
1889,8247
1890,5250
1891,5935
1892,5622
1893,3933
1894,3812
1895,3652
1896,10802
1897,10976
1898,8146
1899,19159
1900,7259
1901,5953
1902,7086
1903,7014
1904,13186
1905,7187
1906,7152
1907,5434
1908,7046
1909,6943
1910,10242
1911,6999
1912,7143
1913,5485
1914,6898
1915,10679
1916,12057
1917,7037
1918,5440
1919,9029
1920,7871
1921,13363
1922,5775
1923,4383
1924,7128
1925,7143
1926,7040
1927,7312
1928,10433
1929,8022
1930,5385
1931,6232
1932,5979
1933,3952
1934,4114
1935,6228
1936,6369
1937,6216
1938,10867
1939,6204
1940,9792
1941,7730
1942,11525
1943,7894
1944,5815
1945,6389
1946,4940
1947,9053
1948,15975
1949,10414
1950,7993
1951,7664
1952,3841
1953,10050
1954,9045
1955,17162
1956,10125
1957,4750
1958,5833
1959,10719
1960,8985
1961,7121
1962,6020
1963,5889
1964,5991
1965,5954
1966,6224
1967,5297
1968,5354
1969,5240
1970,7043
1971,5234
1972,8388
1973,5458
1974,4464
1975,3334
1976,5447
1977,4144
1978,5491
1979,5197
1980,5468
1981,5407
1982,5213
1983,9907
1984,7389
1985,3921
1986,4847
1987,5208
1988,4185
1989,8911
1990,10380
1991,4787
1992,4962
1993,6040
1994,5242
1995,12420
1996,11332
1997,12540
1998,8854
1999,10173
2000,8562
2001,9265
2002,9491
2003,9095
2004,9913
2005,9431
2006,19478
2007,9406
2008,11086
2009,6825
2010,5558
2011,11902
2012,8109
2013,10500
2014,5819
2015,9977
2016,6654
2017,9938
2018,6771
2019,7855
2020,7680
2021,7216
2022,7062
2023,15826
2024,7804
2025,11112
2026,7117
2027,5859
2028,10758
2029,6519
2030,6285
2031,6264
2032,6096
2033,16472
2034,9872
2035,9687
2036,8096
2037,6728
2038,6558
2039,11822
2040,12811
2041,5324
2042,4859
2043,4642
2044,7277
2045,6919
2046,7437
2047,6160
2048,4886
2049,4481
2050,5636
2051,5370
2052,5794
2053,11547
2054,10551
2055,32995
2056,10853
2057,13342
2058,5743
2059,10415
2060,5965
2061,4864
2062,5812
2063,4524
2064,5826
2065,4736
2066,14009
2067,5312
2068,10620
2069,10540
2070,9858
2071,4652
2072,3518
2073,9775
2074,12033
2075,4495
2076,11906
2077,9608
2078,9478
2079,9458
2080,13186
2081,7773
2082,8160
2083,8555
2084,4558
2085,3418
2086,8698
2087,11140
2088,9935
2089,5888
2090,3661
2091,14496
2092,11357
2093,8494
2094,6945
2095,3128
2096,3239
2097,3480
2098,4999
2099,3365
2100,3081
2101,3062
2102,3110
2103,3087
2104,3081
2105,3119
2106,3299
2107,2996
2108,10646
2109,3294
2110,2961
2111,2861
2112,3072
2113,3130
2114,3250
2115,2829
2116,3568
2117,3095
2118,3291
2119,3124
2120,3024
2121,4136
2122,6017
2123,2987
2124,2957
2125,5909
2126,2684
2127,2817
2128,3153
2129,2741
2130,2722
2131,2714
2132,2812
2133,2734
2134,2686
2135,2631
2136,4592
2137,2779
2138,2749
2139,2676
2140,2784
2141,2496
2142,4179
2143,2553
2144,2531
